Date,Day of the week,Day,Month,Year,Thighs,Tenders,Wings,Egg rolls,Crispitos,BBB,Chimichanga,BCB,Onion Rings,Catfish Nuggets,Tamales,Chicken Gizzards,Jalapeno Poppers,Potato Wedges,Hot wings,Corn dogs,Sandwich,Quesadilla,Is Holiday,Chicken,FriedSnacks,FriedBurritos,Otherfood,Price_Chicken,Price_FriedSnacks,Price_FriedBurritos,Price_Other_Food
9/12/2020,Saturday,12,9,2020,8,15,6,1,17,5,10,15,5,8,6,7,7,9,8,11,8,7,FALSE,29,33,48,43,6.99,2.29,2.79,3.29
9/13/2020,Sunday,13,9,2020,5,19,5,3,4,14,8,7,2,6,8,5,5,9,4,4,6,1,FALSE,29,26,36,24,6.99,2.29,2.79,3.29
9/14/2020,Monday,14,9,2020,6,23,14,1,15,13,19,11,8,3,8,7,7,5,10,9,9,9,FALSE,43,33,59,42,6.99,2.29,2.79,3.29
9/15/2020,Tuesday,15,9,2020,6,8,11,2,18,5,19,13,8,4,9,7,8,6,7,5,6,1,FALSE,25,36,57,25,6.99,2.29,2.79,3.29
9/16/2020,Wednesday,16,9,2020,8,12,16,8,15,14,7,21,12,8,17,11,8,2,6,12,16,9,TRUE,36,56,65,45,6.99,2.29,2.79,3.29
9/17/2020,Thursday,17,9,2020,6,39,6,3,9,13,13,21,7,3,7,6,10,10,1,10,1,7,FALSE,51,33,59,29,6.99,2.29,2.79,3.29
9/18/2020,Friday,18,9,2020,9,41,9,5,20,8,12,21,2,8,15,11,8,4,10,6,17,10,FALSE,59,44,66,47,6.99,2.29,2.79,3.29
9/19/2020,Saturday,19,9,2020,8,18,11,3,20,15,6,17,3,2,6,8,7,1,3,5,8,6,FALSE,37,26,61,23,6.99,2.29,2.79,3.29
9/20/2020,Sunday,20,9,2020,6,2,5,1,13,13,4,7,4,3,1,6,6,5,1,8,7,4,FALSE,13,20,38,25,6.99,2.29,2.79,3.29
9/21/2020,Monday,21,9,2020,10,10,9,6,7,5,8,13,1,4,5,8,6,12,7,7,13,9,FALSE,29,24,39,48,6.99,2.29,2.79,3.29
9/22/2020,Tuesday,22,9,2020,6,1,14,5,23,11,8,13,2,9,3,7,10,3,2,14,14,4,FALSE,21,31,60,37,6.99,2.29,2.79,3.29
9/23/2020,Wednesday,23,9,2020,7,29,12,3,19,7,7,12,7,2,7,6,5,4,1,13,3,7,FALSE,48,27,48,28,6.99,2.29,2.79,3.29
9/24/2020,Thursday,24,9,2020,12,41,9,2,26,20,15,19,9,9,14,11,10,7,3,15,13,7,FALSE,62,53,82,45,6.99,2.29,2.79,3.29
9/25/2020,Friday,25,9,2020,9,14,10,1,8,16,23,10,7,9,10,7,11,1,7,16,7,7,FALSE,33,44,58,38,6.99,2.29,2.79,3.29
9/26/2020,Saturday,26,9,2020,6,1,12,3,26,17,11,18,3,7,14,5,6,11,2,13,10,5,FALSE,19,35,75,41,6.99,2.29,2.79,3.29
9/27/2020,Sunday,27,9,2020,6,22,7,4,5,13,4,12,1,1,7,3,5,8,1,4,8,1,FALSE,35,17,38,22,6.99,2.29,2.79,3.29
9/28/2020,Monday,28,9,2020,5,27,8,3,17,11,7,11,7,8,7,8,8,9,1,8,10,4,FALSE,40,38,49,32,6.99,2.29,2.79,3.29
9/29/2020,Tuesday,29,9,2020,9,13,13,5,9,18,14,11,1,2,5,7,8,7,4,5,11,1,FALSE,35,23,57,28,6.99,2.29,2.79,3.29
9/30/2020,Wednesday,30,9,2020,9,30,7,2,13,16,13,17,6,5,7,5,8,2,8,5,12,10,FALSE,46,31,61,37,6.99,2.29,2.79,3.29
10/1/2020,Thursday,1,10,2020,6,41,8,1,15,20,20,11,10,2,14,7,9,16,8,16,17,11,FALSE,55,42,67,68,6.99,2.29,2.79,3.29
10/2/2020,Friday,2,10,2020,11,31,9,3,6,11,11,18,8,6,11,7,8,1,4,11,11,9,FALSE,51,40,49,36,6.99,2.29,2.79,3.29
10/3/2020,Saturday,3,10,2020,6,25,13,1,17,19,6,17,9,7,5,7,5,13,6,5,11,4,FALSE,44,33,60,39,6.99,2.29,2.79,3.29
10/4/2020,Sunday,4,10,2020,3,11,7,2,5,12,5,9,1,4,4,6,5,7,4,5,9,4,FALSE,21,20,33,29,6.99,2.29,2.79,3.29
10/5/2020,Monday,5,10,2020,9,7,12,2,24,8,11,16,5,5,11,7,5,2,9,11,3,1,FALSE,28,33,61,26,6.99,2.29,2.79,3.29
10/6/2020,Tuesday,6,10,2020,6,13,9,1,16,16,9,15,9,4,4,9,6,3,4,6,5,4,FALSE,28,32,57,22,6.99,2.29,2.79,3.29
10/7/2020,Wednesday,7,10,2020,8,5,7,6,19,15,19,16,7,8,5,5,8,12,6,7,13,4,FALSE,20,33,75,42,6.99,2.29,2.79,3.29
10/8/2020,Thursday,8,10,2020,7,33,15,6,12,12,7,20,11,9,9,8,9,3,1,7,16,6,FALSE,55,46,57,33,6.99,2.29,2.79,3.29
10/9/2020,Friday,9,10,2020,9,4,15,1,9,18,8,23,7,1,3,9,12,9,9,15,6,2,FALSE,28,32,59,41,6.99,2.29,2.79,3.29
10/10/2020,Saturday,10,10,2020,6,7,11,6,24,14,10,10,7,2,4,8,9,5,7,12,11,2,FALSE,24,30,64,37,6.99,2.29,2.79,3.29
10/11/2020,Sunday,11,10,2020,4,28,6,1,6,5,7,9,3,2,6,4,5,7,1,7,5,1,FALSE,38,20,28,21,6.99,2.29,2.79,3.29
10/12/2020,Monday,12,10,2020,8,1,9,2,12,21,11,19,6,1,12,6,6,3,8,11,4,8,FALSE,18,31,65,34,6.99,2.29,2.79,3.29
10/13/2020,Tuesday,13,10,2020,10,17,5,3,15,18,7,9,1,3,2,9,7,6,5,7,12,2,FALSE,32,22,52,32,6.99,2.29,2.79,3.29
10/14/2020,Wednesday,14,10,2020,9,26,8,5,17,12,6,14,1,8,8,6,9,4,8,13,4,6,FALSE,43,32,54,35,6.99,2.29,2.79,3.29
10/15/2020,Thursday,15,10,2020,7,3,15,1,17,15,15,14,2,5,12,11,6,10,10,14,8,3,FALSE,25,36,62,45,6.99,2.29,2.79,3.29
10/16/2020,Friday,16,10,2020,8,17,6,3,8,7,10,12,5,8,6,7,10,15,4,6,11,9,FALSE,31,36,40,45,6.99,2.29,2.79,3.29
10/17/2020,Saturday,17,10,2020,7,29,7,1,8,10,13,11,10,7,7,9,5,1,1,12,11,1,FALSE,43,38,43,26,6.99,2.29,2.79,3.29
10/18/2020,Sunday,18,10,2020,6,21,3,3,4,10,7,13,5,4,4,4,6,3,2,6,3,2,FALSE,30,23,37,16,6.99,2.29,2.79,3.29
10/19/2020,Monday,19,10,2020,9,26,14,5,18,13,17,15,6,1,1,7,9,7,2,8,4,5,FALSE,49,24,68,26,6.99,2.29,2.79,3.29
10/20/2020,Tuesday,20,10,2020,5,15,6,5,8,16,15,12,1,4,8,6,5,9,2,14,6,6,FALSE,26,24,56,37,6.99,2.29,2.79,3.29
10/21/2020,Wednesday,21,10,2020,9,25,13,6,16,9,20,15,5,7,8,5,9,13,4,6,6,9,FALSE,47,34,66,38,6.99,2.29,2.79,3.29
10/22/2020,Thursday,22,10,2020,10,34,10,5,28,6,20,20,5,6,12,11,7,1,2,8,9,7,FALSE,54,41,79,27,6.99,2.29,2.79,3.29
10/23/2020,Friday,23,10,2020,9,11,7,6,19,12,18,18,6,2,14,9,8,10,9,18,1,9,FALSE,27,39,73,47,6.99,2.29,2.79,3.29
10/24/2020,Saturday,24,10,2020,5,1,8,4,17,18,15,11,9,8,1,5,5,2,5,6,12,7,FALSE,14,28,65,32,6.99,2.29,2.79,3.29
10/25/2020,Sunday,25,10,2020,5,21,9,1,10,9,13,7,2,2,6,4,4,3,1,6,8,1,FALSE,35,18,40,19,6.99,2.29,2.79,3.29
10/26/2020,Monday,26,10,2020,5,22,10,4,10,5,11,17,4,9,3,5,6,4,6,7,14,2,FALSE,37,27,47,33,6.99,2.29,2.79,3.29
10/27/2020,Tuesday,27,10,2020,6,16,11,3,16,6,16,17,8,2,11,6,9,13,7,9,3,4,FALSE,33,36,58,36,6.99,2.29,2.79,3.29
10/28/2020,Wednesday,28,10,2020,5,7,7,6,13,16,9,16,3,5,6,8,9,8,1,11,8,1,FALSE,19,31,60,29,6.99,2.29,2.79,3.29
10/29/2020,Thursday,29,10,2020,9,17,9,5,16,19,22,24,4,5,12,6,11,13,3,16,7,9,FALSE,35,38,86,48,6.99,2.29,2.79,3.29
10/30/2020,Friday,30,10,2020,10,35,16,1,8,6,7,20,10,1,10,6,9,2,12,11,7,5,FALSE,61,36,42,37,6.99,2.29,2.79,3.29
10/31/2020,Saturday,31,10,2020,5,18,12,5,7,10,9,10,5,8,5,8,8,7,7,12,6,7,FALSE,35,34,41,39,6.99,2.29,2.79,3.29
11/1/2020,Sunday,1,11,2020,4,14,6,2,16,4,8,13,1,2,6,6,5,2,3,4,7,5,FALSE,24,20,43,21,6.99,2.29,2.79,3.29
11/2/2020,Monday,2,11,2020,9,3,9,5,25,24,23,19,8,5,9,10,12,12,7,13,4,10,TRUE,21,44,96,46,6.99,2.29,2.79,3.29
11/3/2020,Tuesday,3,11,2020,9,16,11,6,7,15,20,19,7,4,7,9,9,5,6,12,11,8,FALSE,36,36,67,42,6.99,2.29,2.79,3.29
11/4/2020,Wednesday,4,11,2020,6,3,10,6,13,14,14,11,6,5,6,7,7,15,3,14,5,10,FALSE,19,31,58,47,6.99,2.29,2.79,3.29
11/5/2020,Thursday,5,11,2020,10,14,14,1,18,23,21,21,7,3,11,12,9,15,2,9,16,8,FALSE,38,42,84,50,6.99,2.29,2.79,3.29
11/6/2020,Friday,6,11,2020,6,35,14,4,14,10,12,19,4,10,7,8,8,10,6,9,1,11,FALSE,55,37,59,37,6.99,2.29,2.79,3.29
11/7/2020,Saturday,7,11,2020,9,18,9,3,10,5,18,13,3,4,6,9,6,5,8,11,3,5,FALSE,36,28,49,32,6.99,2.29,2.79,3.29
11/8/2020,Sunday,8,11,2020,4,1,8,2,18,7,12,7,7,3,8,4,5,1,2,6,3,3,FALSE,13,27,46,15,6.99,2.29,2.79,3.29
11/9/2020,Monday,9,11,2020,5,33,13,4,15,12,7,13,1,7,9,8,9,9,5,9,5,3,FALSE,51,34,51,31,6.99,2.29,2.79,3.29
11/10/2020,Tuesday,10,11,2020,9,8,5,1,17,9,14,13,7,8,6,7,5,11,3,6,10,6,FALSE,22,33,54,36,6.99,2.29,2.79,3.29
11/11/2020,Wednesday,11,11,2020,5,22,13,1,19,6,11,19,6,7,7,5,5,10,7,6,9,9,FALSE,40,30,56,41,6.99,2.29,2.79,3.29
11/12/2020,Thursday,12,11,2020,6,7,15,1,26,13,8,22,10,5,9,9,7,16,7,17,5,5,FALSE,28,40,70,50,6.99,2.29,2.79,3.29
11/13/2020,Friday,13,11,2020,6,14,12,2,21,6,21,21,7,4,3,11,9,8,7,10,3,2,FALSE,32,34,71,30,6.99,2.29,2.79,3.29
11/14/2020,Saturday,14,11,2020,8,36,7,5,6,18,8,12,8,5,13,5,8,4,1,14,10,3,FALSE,51,39,49,32,6.99,2.29,2.79,3.29
11/15/2020,Sunday,15,11,2020,6,11,4,1,14,7,10,9,1,4,8,6,5,5,1,10,1,2,FALSE,21,24,41,19,6.99,2.29,2.79,3.29
11/16/2020,Monday,16,11,2020,7,27,12,2,18,4,15,11,1,1,9,9,10,5,6,6,13,2,FALSE,46,30,50,32,6.99,2.29,2.79,3.29
11/17/2020,Tuesday,17,11,2020,6,17,9,2,22,15,9,12,9,8,11,8,7,10,8,11,10,9,FALSE,32,43,60,48,6.99,2.29,2.79,3.29
11/18/2020,Wednesday,18,11,2020,10,2,13,3,19,10,17,18,4,5,12,8,6,14,5,10,6,4,FALSE,25,35,67,39,6.99,2.29,2.79,3.29
11/19/2020,Thursday,19,11,2020,12,15,13,6,10,21,13,13,4,4,8,7,7,11,2,15,8,3,FALSE,40,30,63,39,6.99,2.29,2.79,3.29
11/20/2020,Friday,20,11,2020,10,17,10,3,22,12,17,12,8,4,5,10,10,2,6,6,12,7,FALSE,37,37,66,33,6.99,2.29,2.79,3.29
11/21/2020,Saturday,21,11,2020,7,18,12,5,12,18,17,18,9,4,11,10,6,4,8,11,7,8,FALSE,37,40,70,38,6.99,2.29,2.79,3.29
11/22/2020,Sunday,22,11,2020,6,20,10,2,13,6,8,12,3,5,9,5,5,5,4,7,8,6,FALSE,36,27,41,30,6.99,2.29,2.79,3.29
11/23/2020,Monday,23,11,2020,7,29,14,6,17,18,8,15,9,5,7,6,8,11,5,13,1,6,FALSE,50,35,64,36,6.99,2.29,2.79,3.29
11/24/2020,Tuesday,24,11,2020,9,3,8,4,23,7,6,16,5,1,7,8,8,5,6,8,12,5,FALSE,20,29,56,36,6.99,2.29,2.79,3.29
11/25/2020,Wednesday,25,11,2020,6,19,6,5,25,6,9,19,7,5,1,5,7,1,9,11,4,7,FALSE,31,25,64,32,6.99,2.29,2.79,3.29
11/26/2020,Thursday,26,11,2020,8,4,11,10,17,19,16,16,4,8,16,12,15,14,11,16,17,5,TRUE,23,55,78,63,6.99,2.29,2.79,3.29
11/27/2020,Friday,27,11,2020,10,17,14,2,25,11,13,17,4,7,15,11,9,10,4,10,6,3,FALSE,41,46,68,33,6.99,2.29,2.79,3.29
11/28/2020,Saturday,28,11,2020,7,4,11,2,12,9,8,17,3,7,12,8,5,3,5,14,2,8,FALSE,22,35,48,32,6.99,2.29,2.79,3.29
11/29/2020,Sunday,29,11,2020,5,8,4,4,8,8,4,14,6,4,3,4,4,3,3,8,1,7,FALSE,17,21,38,22,6.99,2.29,2.79,3.29
11/30/2020,Monday,30,11,2020,8,31,10,3,24,9,11,9,7,2,4,6,5,4,5,7,8,6,FALSE,49,24,56,30,6.99,2.29,2.79,3.29
12/1/2020,Tuesday,1,12,2020,9,33,13,4,19,6,18,12,8,2,10,10,8,10,8,13,6,4,FALSE,55,38,59,41,6.99,2.29,2.79,3.29
12/2/2020,Wednesday,2,12,2020,9,27,8,4,7,15,20,15,9,4,9,6,6,8,6,10,5,6,FALSE,44,34,61,35,6.99,2.29,2.79,3.29
12/3/2020,Thursday,3,12,2020,8,36,16,1,17,6,22,19,9,1,17,7,10,8,5,10,16,8,FALSE,60,44,65,47,6.99,2.29,2.79,3.29
12/4/2020,Friday,4,12,2020,11,2,7,6,22,11,8,16,1,8,7,9,9,2,6,8,11,9,FALSE,20,34,63,36,6.99,2.29,2.79,3.29
12/5/2020,Saturday,5,12,2020,6,9,6,4,20,8,16,11,6,1,4,6,7,4,7,14,12,3,FALSE,21,24,59,40,6.99,2.29,2.79,3.29
12/6/2020,Sunday,6,12,2020,5,21,9,2,16,11,6,10,3,2,10,6,3,1,6,8,8,5,FALSE,35,24,45,28,6.99,2.29,2.79,3.29
12/7/2020,Monday,7,12,2020,5,29,11,3,24,7,8,15,4,7,1,9,9,3,5,11,12,6,FALSE,45,30,57,37,6.99,2.29,2.79,3.29
12/8/2020,Tuesday,8,12,2020,5,36,12,2,15,7,18,17,3,5,8,7,5,4,2,9,11,6,FALSE,53,28,59,32,6.99,2.29,2.79,3.29
12/9/2020,Wednesday,9,12,2020,6,14,5,4,18,12,17,19,10,7,11,6,9,8,6,7,2,4,FALSE,25,43,70,27,6.99,2.29,2.79,3.29
12/10/2020,Thursday,10,12,2020,6,30,12,5,11,7,7,15,2,6,11,8,9,4,10,16,11,8,FALSE,48,36,45,49,6.99,2.29,2.79,3.29
12/11/2020,Friday,11,12,2020,6,41,13,3,12,20,20,18,1,10,6,10,9,7,4,7,15,2,FALSE,60,36,73,35,6.99,2.29,2.79,3.29
12/12/2020,Saturday,12,12,2020,7,11,13,3,22,24,25,16,4,8,6,10,7,1,9,9,10,12,TRUE,31,35,90,41,6.99,2.29,2.79,3.29
12/13/2020,Sunday,13,12,2020,5,6,7,3,15,6,8,12,3,3,7,4,7,9,6,3,8,2,FALSE,18,24,44,28,6.99,2.29,2.79,3.29
12/14/2020,Monday,14,12,2020,10,38,6,3,12,7,17,10,4,1,8,9,6,4,6,11,14,10,FALSE,54,28,49,45,6.99,2.29,2.79,3.29
12/15/2020,Tuesday,15,12,2020,9,38,10,2,8,8,9,13,6,2,8,8,5,2,3,6,9,7,FALSE,57,29,40,27,6.99,2.29,2.79,3.29
12/16/2020,Wednesday,16,12,2020,5,34,8,2,10,7,18,16,1,6,5,6,5,4,1,15,13,7,FALSE,47,23,53,40,6.99,2.29,2.79,3.29
12/17/2020,Thursday,17,12,2020,6,21,16,3,22,15,22,22,1,5,5,10,10,6,4,14,10,2,FALSE,43,31,84,36,6.99,2.29,2.79,3.29
12/18/2020,Friday,18,12,2020,9,41,6,3,20,13,13,17,2,4,7,6,6,4,8,17,1,10,FALSE,56,25,66,40,6.99,2.29,2.79,3.29
12/19/2020,Saturday,19,12,2020,8,40,12,6,9,17,13,11,4,7,9,7,5,13,4,6,7,6,FALSE,60,32,56,36,6.99,2.29,2.79,3.29
12/20/2020,Sunday,20,12,2020,4,13,6,4,9,11,6,8,5,5,4,4,4,4,1,7,6,1,FALSE,23,22,38,19,6.99,2.29,2.79,3.29
12/21/2020,Monday,21,12,2020,5,30,5,2,9,15,9,13,7,2,8,7,9,11,6,5,3,6,FALSE,40,33,48,31,6.99,2.29,2.79,3.29
12/22/2020,Tuesday,22,12,2020,10,7,8,1,8,20,12,12,9,8,9,7,7,2,1,12,14,5,FALSE,25,40,53,34,6.99,2.29,2.79,3.29
12/23/2020,Wednesday,23,12,2020,7,27,5,2,20,16,16,12,7,1,13,5,7,5,8,9,4,6,FALSE,39,33,66,32,6.99,2.29,2.79,3.29
12/24/2020,Thursday,24,12,2020,7,12,12,4,26,9,16,18,6,8,1,10,10,5,4,16,16,1,FALSE,31,35,73,42,6.99,2.29,2.79,3.29
12/25/2020,Friday,25,12,2020,10,41,9,3,26,27,23,24,8,2,14,10,9,8,5,10,5,6,TRUE,60,43,103,34,6.99,2.29,2.79,3.29
12/26/2020,Saturday,26,12,2020,6,6,8,4,8,20,17,12,9,3,14,6,9,13,1,6,7,7,FALSE,20,41,61,34,6.99,2.29,2.79,3.29
12/27/2020,Sunday,27,12,2020,4,20,8,2,7,11,12,12,1,2,6,4,6,6,2,8,6,3,FALSE,32,19,44,25,6.99,2.29,2.79,3.29
12/28/2020,Monday,28,12,2020,5,18,6,2,19,12,8,18,9,2,6,8,9,6,7,10,3,6,FALSE,29,34,59,32,6.99,2.29,2.79,3.29
12/29/2020,Tuesday,29,12,2020,7,15,11,3,8,13,9,11,6,5,11,8,5,7,8,14,14,2,FALSE,33,35,44,45,6.99,2.29,2.79,3.29
12/30/2020,Wednesday,30,12,2020,7,23,11,5,10,17,17,12,4,4,10,5,10,15,8,10,6,8,FALSE,41,33,61,47,6.99,2.29,2.79,3.29
12/31/2020,Thursday,31,12,2020,11,38,10,8,10,14,11,15,6,7,6,6,10,14,4,14,10,5,FALSE,59,35,58,47,6.99,2.29,2.79,3.29
1/1/2021,Friday,1,1,2021,13,5,14,3,34,16,20,16,2,3,11,7,13,12,8,16,9,10,TRUE,32,36,89,55,6.99,2.29,2.79,3.29
1/2/2021,Saturday,2,1,2021,5,21,7,3,21,8,19,14,7,4,10,8,6,8,1,14,2,3,FALSE,33,35,65,28,6.99,2.29,2.79,3.29
1/3/2021,Sunday,3,1,2021,3,16,10,3,10,6,11,13,5,5,6,5,6,10,6,5,10,6,FALSE,29,27,43,37,6.99,2.29,2.79,3.29
1/4/2021,Monday,4,1,2021,7,35,15,4,12,12,18,12,5,1,10,6,6,5,8,8,7,8,FALSE,57,28,58,36,6.99,2.29,2.79,3.29
1/5/2021,Tuesday,5,1,2021,9,38,5,4,8,7,9,18,2,3,9,8,7,9,2,14,2,6,FALSE,52,29,46,33,6.99,2.29,2.79,3.29
1/6/2021,Wednesday,6,1,2021,6,23,11,6,18,6,8,10,8,1,10,9,9,2,1,13,2,10,FALSE,40,37,48,28,6.99,2.29,2.79,3.29
1/7/2021,Thursday,7,1,2021,9,14,7,7,10,9,20,17,8,3,13,8,8,12,5,14,2,11,FALSE,30,40,63,44,6.99,2.29,2.79,3.29
1/8/2021,Friday,8,1,2021,7,15,12,5,19,20,13,23,12,10,3,9,7,10,11,17,13,2,FALSE,34,41,80,53,6.99,2.29,2.79,3.29
1/9/2021,Saturday,9,1,2021,7,11,10,4,14,11,15,15,4,5,13,5,8,2,8,10,1,10,FALSE,28,35,59,31,6.99,2.29,2.79,3.29
1/10/2021,Sunday,10,1,2021,5,12,5,3,5,8,7,12,6,3,6,6,6,9,2,5,10,6,FALSE,22,27,35,32,6.99,2.29,2.79,3.29
1/11/2021,Monday,11,1,2021,8,8,6,1,24,5,10,12,4,4,1,7,9,13,6,13,11,2,FALSE,22,25,52,45,6.99,2.29,2.79,3.29
1/12/2021,Tuesday,12,1,2021,9,2,6,6,16,18,9,12,3,8,7,6,8,5,9,12,1,9,FALSE,17,32,61,36,6.99,2.29,2.79,3.29
1/13/2021,Wednesday,13,1,2021,5,28,13,3,17,12,17,14,3,3,12,5,5,6,8,11,13,5,FALSE,46,28,63,43,6.99,2.29,2.79,3.29
1/14/2021,Thursday,14,1,2021,9,37,10,6,23,16,13,18,2,5,6,8,8,5,6,7,9,11,FALSE,56,29,76,38,6.99,2.29,2.79,3.29
1/15/2021,Friday,15,1,2021,7,14,14,6,26,19,21,17,4,2,16,12,9,10,11,13,15,4,FALSE,35,43,89,53,6.99,2.29,2.79,3.29
1/16/2021,Saturday,16,1,2021,6,9,8,2,5,16,14,17,8,6,14,6,9,10,9,13,15,4,FALSE,23,43,54,51,6.99,2.29,2.79,3.29
1/17/2021,Sunday,17,1,2021,6,8,8,2,13,13,7,10,6,7,1,6,3,2,2,11,10,1,FALSE,22,23,45,26,6.99,2.29,2.79,3.29
1/18/2021,Monday,18,1,2021,6,15,8,6,18,18,20,16,2,4,2,10,6,10,9,7,13,5,FALSE,29,24,78,44,6.99,2.29,2.79,3.29
1/19/2021,Tuesday,19,1,2021,4,16,12,1,8,18,17,15,2,6,8,8,9,13,4,6,12,7,FALSE,32,33,59,42,6.99,2.29,2.79,3.29
1/20/2021,Wednesday,20,1,2021,5,16,13,1,11,7,9,21,2,4,5,8,9,5,6,9,5,7,FALSE,34,28,49,32,6.99,2.29,2.79,3.29
1/21/2021,Thursday,21,1,2021,11,31,17,4,11,25,16,13,9,2,17,7,7,3,10,18,12,7,FALSE,59,42,69,50,6.99,2.29,2.79,3.29
1/22/2021,Friday,22,1,2021,9,2,14,5,8,8,21,15,7,6,15,10,9,4,7,12,4,8,FALSE,25,47,57,35,6.99,2.29,2.79,3.29
1/23/2021,Saturday,23,1,2021,8,12,15,4,19,13,12,14,1,8,12,8,6,8,5,8,1,8,FALSE,35,35,62,30,6.99,2.29,2.79,3.29
1/24/2021,Sunday,24,1,2021,4,19,7,2,11,6,12,9,1,3,2,4,5,7,1,6,7,6,FALSE,30,15,40,27,6.99,2.29,2.79,3.29
1/25/2021,Monday,25,1,2021,8,24,10,6,8,17,8,18,1,7,1,8,8,5,7,14,10,4,FALSE,42,25,57,40,6.99,2.29,2.79,3.29
1/26/2021,Tuesday,26,1,2021,7,18,9,5,5,12,11,15,7,8,12,5,7,14,5,6,5,4,FALSE,34,39,48,34,6.99,2.29,2.79,3.29
1/27/2021,Wednesday,27,1,2021,9,30,10,4,9,8,11,11,6,3,7,8,8,3,3,14,11,8,FALSE,49,32,43,39,6.99,2.29,2.79,3.29
1/28/2021,Thursday,28,1,2021,8,41,7,2,6,22,20,16,2,2,13,12,6,6,2,8,1,6,FALSE,56,35,66,23,6.99,2.29,2.79,3.29
1/29/2021,Friday,29,1,2021,7,4,10,8,15,8,15,18,2,6,15,9,12,11,3,14,10,11,FALSE,21,44,64,49,6.99,2.29,2.79,3.29
1/30/2021,Saturday,30,1,2021,9,41,14,6,9,19,10,16,2,2,3,9,7,3,9,6,2,5,FALSE,64,23,60,25,6.99,2.29,2.79,3.29
1/31/2021,Sunday,31,1,2021,6,2,5,1,4,6,5,12,5,3,5,6,5,9,1,3,1,6,FALSE,13,24,28,20,6.99,2.29,2.79,3.29
2/1/2021,Monday,1,2,2021,8,29,11,4,16,17,20,14,7,5,12,5,6,10,1,8,12,4,FALSE,48,35,71,35,6.99,2.29,2.79,3.29
2/2/2021,Tuesday,2,2,2021,9,1,9,5,22,9,16,20,1,8,2,9,6,7,2,10,7,1,FALSE,19,26,72,27,6.99,2.29,2.79,3.29
2/3/2021,Wednesday,3,2,2021,9,30,14,6,12,11,9,17,4,6,4,7,10,8,2,14,6,4,FALSE,53,31,55,34,6.99,2.29,2.79,3.29
2/4/2021,Thursday,4,2,2021,10,39,8,5,19,11,24,20,5,5,2,10,6,6,6,17,7,12,FALSE,57,28,79,48,6.99,2.29,2.79,3.29
2/5/2021,Friday,5,2,2021,6,32,13,4,9,13,17,20,9,4,5,7,7,4,1,10,17,9,FALSE,51,32,63,41,6.99,2.29,2.79,3.29
2/6/2021,Saturday,6,2,2021,5,19,8,1,9,14,10,17,2,2,5,9,9,10,8,5,5,6,FALSE,32,27,51,34,6.99,2.29,2.79,3.29
2/7/2021,Sunday,7,2,2021,6,9,5,1,7,13,10,7,3,1,10,6,5,4,2,3,8,1,FALSE,20,25,38,18,6.99,2.29,2.79,3.29
2/8/2021,Monday,8,2,2021,9,29,13,6,16,10,14,17,1,2,8,7,8,13,6,13,4,4,FALSE,51,26,63,40,6.99,2.29,2.79,3.29
2/9/2021,Tuesday,9,2,2021,7,36,7,2,5,6,8,11,4,2,2,6,8,12,5,5,12,1,FALSE,50,22,32,35,6.99,2.29,2.79,3.29
2/10/2021,Wednesday,10,2,2021,6,7,5,6,13,18,13,15,1,5,10,7,8,3,2,11,4,3,FALSE,18,31,65,23,6.99,2.29,2.79,3.29
2/11/2021,Thursday,11,2,2021,8,27,12,4,30,19,20,19,2,11,4,7,6,11,1,13,4,2,FALSE,47,30,92,31,6.99,2.29,2.79,3.29
2/12/2021,Friday,12,2,2021,7,12,17,3,18,9,17,15,2,1,12,8,10,2,8,6,12,5,FALSE,36,33,62,33,6.99,2.29,2.79,3.29
2/13/2021,Saturday,13,2,2021,7,37,4,3,22,15,15,13,3,4,13,7,9,12,6,5,8,4,FALSE,48,36,68,35,6.99,2.29,2.79,3.29
2/14/2021,Sunday,14,2,2021,6,11,7,4,9,5,12,12,5,5,9,4,4,2,2,7,5,6,FALSE,24,27,42,22,6.99,2.29,2.79,3.29
2/15/2021,Monday,15,2,2021,9,15,11,6,16,16,7,16,6,3,5,9,7,7,8,12,10,8,FALSE,35,30,61,45,6.99,2.29,2.79,3.29
2/16/2021,Tuesday,16,2,2021,5,4,10,4,24,15,6,13,6,9,11,5,5,14,9,11,1,3,FALSE,19,36,62,38,6.99,2.29,2.79,3.29
2/17/2021,Wednesday,17,2,2021,7,32,6,2,21,6,9,18,9,3,13,9,5,13,3,10,7,7,FALSE,45,39,56,40,6.99,2.29,2.79,3.29
2/18/2021,Thursday,18,2,2021,9,27,10,2,22,6,20,12,11,8,14,6,7,12,10,16,11,10,FALSE,46,46,62,59,6.99,2.29,2.79,3.29
2/19/2021,Friday,19,2,2021,6,7,7,5,7,18,13,20,2,2,10,7,6,9,10,8,5,8,FALSE,20,27,63,40,6.99,2.29,2.79,3.29
2/20/2021,Saturday,20,2,2021,7,24,5,6,9,13,9,15,6,5,10,8,8,5,5,11,7,8,FALSE,36,37,52,36,6.99,2.29,2.79,3.29
2/21/2021,Sunday,21,2,2021,5,12,5,1,16,4,3,9,1,3,8,6,4,4,4,6,9,6,FALSE,22,22,33,29,6.99,2.29,2.79,3.29
2/22/2021,Monday,22,2,2021,5,36,7,6,7,8,7,15,10,9,4,7,5,5,1,11,12,1,FALSE,48,35,43,30,6.99,2.29,2.79,3.29
